Permit_Type,ACCELA,Facility_Name,ADDRESS_ No,ADDRESS_St,BO,ZIP,Inspection_Date,Inspection_Type,# of PHH Violations,# of All Violations,# of Critical Violations,# of General Violations,DOCKET,Lat,Long,Community Board,Council District,Census tract,Boro-Block-Lot,BIN,NTA,NTA Code
Indoor,50003158,NEW YORK SPA & SAUNA CORP,149-06,NORTHERN BLVD,QU,11354,09/26/2022,Re-Inspection,,0,,,,40.765338,-73.816869,407,20,115700,4050177503,4595272,,QN51
Indoor,41700349,ET 400 PAS LLC,400,PARK AVENUE SOUTH,MA,10016,04/04/2022,Re-Inspection,,0,,,,40.743182,-73.98419,105,02,005600,1008577503,1089699,,MN13
Outdoor,41664972,EQUINOX HUDSON STREET INC,421,HUDSON STREET,MA,10014,08/06/2022,Re-Inspection,,0,,,,40.730063,-74.006891,102,03,006900,1006017501,1067116,,MN23
Indoor,41651140,THE 322 WEST 57TH STREET CONDOMINIUM,322,WEST   57 STREET,MA,10019,03/23/2022,Re-Inspection,,0,,,,40.767077,-73.983755,104,06,013900,1010477503,1025450,,MN15
Indoor,41651140,THE 322 WEST 57TH STREET CONDOMINIUM,322,WEST   57 STREET,MA,10019,03/08/2022,Re-Inspection,,0,,,,40.767077,-73.983755,104,06,013900,1010477503,1025450,,MN15
Indoor,41577793,11211 CONDOMINI EDGE,22,NORTH    6 STREET,BK,11249,12/06/2022,Re-Inspection,,0,,,,40.720077,-73.962813,301,33,055500,3023327502,3397446,,BK73
Indoor,41576475,SPA 88 LLC,88,FULTON STREET,MA,10038,03/21/2022,Re-Inspection,,0,,,,40.709299,-74.005944,101,01,001502,1000770024,1077403,,MN25
Indoor,41576475,SPA 88 LLC,88,FULTON STREET,MA,10038,03/10/2022,Re-Inspection,2,3,1,0,01240-22S2,40.709299,-74.005944,101,01,001502,1000770024,1077403,,MN25
Indoor,41576475,SPA 88 LLC,88,FULTON STREET,MA,10038,02/23/2022,Re-Inspection,2,3,0,1,01240-22S1,40.709299,-74.005944,101,01,001502,1000770024,1077403,,MN25
Indoor,41501167,"PARK SOUTH TOWER ASSOCIATES, LLC",124,WEST   60 STREET,MA,10023,10/27/2022,Re-Inspection,,0,,,,40.770231,-73.98523,107,06,014500,1011317502,1028827,,MN14
Outdoor,41494490,VALERIE ARMS APARTMENT CORP.,54-40,LITTLE NECK PARKWAY,QU,11362,08/19/2022,Re-Inspection,,0,,,,40.766084,-73.725132,411,19,150702,4082560108,4171524,,QN45
Outdoor,41491692,52 EAST 4TH STREET CONDOMINIUM,52,EAST    4 STREET,MA,10003,09/27/2022,Re-Inspection,,0,,,,40.726881,-73.991074,103,02,003800,1004597502,1006566,,MN22
Outdoor,41491692,52 EAST 4TH STREET CONDOMINIUM,52,EAST    4 STREET,MA,10003,09/12/2022,Re-Inspection,,0,,,,40.726881,-73.991074,103,02,003800,1004597502,1006566,,MN22
Outdoor,41491692,52 EAST 4TH STREET CONDOMINIUM,52,EAST    4 STREET,MA,10003,08/30/2022,Re-Inspection,1,4,1,2,10549-22S1,40.726881,-73.991074,103,02,003800,1004597502,1006566,,MN22
Indoor,40425420,"THE RIVER CLUB OF NEW YORK,INC.",447,EAST   52 STREET,MA,10022,03/29/2022,Re-Inspection,,0,,,,40.754689,-73.964184,106,04,008603,1013640022,1040155,,MN19
Indoor,40425439,MASARYK TOWERS INC,69,COLUMBIA STREET,MA,10002,08/25/2022,Re-Inspection,0,3,2,1,10347-22S1,40.717353,-73.980102,103,02,002201,1003330001,1082667,,MN28
Indoor,40425459,"VILLAGE EAST TOWERS,INC.",411,EAST   10 STREET,MA,10009,11/26/2022,Re-Inspection,,0,,,,40.725628,-73.97691,103,02,002800,1003820100,1078024,,MN28
Indoor,40425481,COLUMBIA UNIV. IN THE CITY OF NY,3030,BROADWAY,MA,10027,12/12/2022,Re-Inspection,,0,,,,40.810228,-73.961777,109,07,020300,1019730001,1084472,,MN09
Indoor,40425493,"HOTEL DES ARTISTES, INC.",1,WEST   67 STREET,MA,10023,11/21/2022,Re-Inspection,,0,,,,40.773219,-73.978702,107,06,015300,1011200023,1028242,,MN14
Indoor,40425497,FORDHAM UNIVERSITY/LOMBARDI POOL,441,EAST FORDHAM ROAD,BX,10458,11/10/2022,Re-Inspection,,0,,,,40.860733,-73.889535,206,15,039700,2032730001,2102025,,BX06
Indoor,40425542,340 EAST 93RD STREET,340,EAST   93 STREET,MA,10128,11/10/2022,Re-Inspection,,0,,,,40.781501,-73.946592,108,05,015400,1015550023,1078668,,MN32
Indoor,40425557,GEORGE HEALTH & ST.,43,CLARK STREET,BK,11201,09/27/2022,Re-Inspection,1,1,0,0,11575-22S1,40.697817,-73.994302,302,33,000501,3002310017,3001725,,BK09
Indoor,40425557,GEORGE HEALTH & ST.,43,CLARK STREET,BK,11201,10/13/2022,Re-Inspection,1,1,0,0,11575-22S2,40.697817,-73.994302,302,33,000501,3002310017,3001725,,BK09
Indoor,40425557,GEORGE HEALTH & ST.,43,CLARK STREET,BK,11201,10/31/2022,Re-Inspection,,0,,,,40.697817,-73.994302,302,33,000501,3002310017,3001725,,BK09
Indoor,40425582,MURRAY HILL NEWS OWNERS CORP.,160,EAST   38 STREET,MA,10016,03/11/2022,Re-Inspection,1,2,1,0,02028-22S1,40.74842,-73.976721,106,04,008000,1008930041,1019099,,MN20
Indoor,40425589,SHOREFRONT YM-YWHA/BRIGHTO,3300,CONEY ISLAND AVE,BK,11235,03/10/2022,Re-Inspection,,0,,,,40.575566,-73.95946,313,48,036002,3086930001,3326880,,BK19
Indoor,40425649,ATHLETIC CLUB AT THE EQUITABLE CENTER INC.,787,SEVENTH AVENUE,MA,10019,02/23/2022,Re-Inspection,,0,,,,40.761955,-73.982622,105,04,013100,1010040020,1023157,,MN17
Indoor,40425660,BROMLEY CONDOMINIUM,225,W 83RD ST,MA,10024,03/08/2022,Re-Inspection,0,1,0,1,,40.786199,-73.97751,107,06,017100,1012317501,1084303,,MN12
Indoor,40425682,BELAIRE CONDOMINIUM CORP,524,EAST   72 STREET,MA,10021,03/14/2022,Re-Inspection,,0,,,,40.766325,-73.952524,108,05,012400,1014837501,1072695,,MN31
Indoor,40425683,CORINTHIAN CONDOMINIUM HEALTH CLUB,330,EAST   38 STREET,MA,10016,04/13/2022,Re-Inspection,,0,,,,40.746742,-73.972741,106,04,007800,1009437501,1076166,,MN20
Indoor,40425689,NYC BD OF ED/JAMAICA  HIGH SCHOOL,167-01,GOTHIC DRIVE,QU,11432,10/21/2022,Re-Inspection,0,1,0,1,,40.713218,-73.797237,408,24,045200,4098580100,4448806,,QN35
Indoor,40425699,NYC BD OF ED/ANDREW JACKSON H.S.,207-01,116 AVENUE,QU,11411,01/24/2022,Re-Inspection,,0,,,,40.697819,-73.745728,413,27,053401,4110490001,4238003,,QN33
Indoor,40425704,NYC BD OF ED/BROOKLYN TECH H.S.,29,FORT GREENE PL,BK,11217,11/28/2022,Re-Inspection,0,3,1,2,,40.688834,-73.976905,302,35,003300,3020980013,3058752,,BK68
Indoor,40425713,NYC BD OF ED/THEODORE ROOSEVELT H.S.,500,EAST FORDHAM ROAD,BX,10458,04/14/2022,Re-Inspection,,0,,,,40.860043,-73.888267,206,15,038700,2030590001,2011810,,BX06
Indoor,40425717,NYC BD OF ED/P.S. 70,1691,WEEKS AVE,BX,10457,04/05/2022,Re-Inspection,1,1,0,0,,40.844253,-73.907616,204,15,022902,2027930028,2007387,,BX41
Indoor,40425742,HOFFMAN MANAGEMENT,280,PARK AVENUE SOUTH,MA,10010,03/14/2022,Re-Inspection,0,1,0,1,,40.739573,-73.987229,105,02,005600,1008507503,1068310,,MN13
Indoor,40425760,COLLEGE QUEENSBOROUGH COMMUNITY,221-05,56TH AVE,QU,11364,11/02/2022,Re-Inspection,,0,,,,40.753629,-73.757491,411,23,138501,4074900002,4439435,,QN42
Indoor,40425817,Y. M. C. A. OF NEW YORK,180,W 135TH ST,MA,10030,11/07/2022,Re-Inspection,,0,,,,40.815114,-73.943263,110,09,022800,1019190053,1058250,,MN03
Indoor,40425822,YMCA OF NEW YORK,89-25,PARSONS BOULEVARD,QU,11432,07/13/2022,Re-Inspection,,0,,,,40.705471,-73.80147,412,27,044601,4097580001,4208858,,QN61
Outdoor,40426013,"NORTH FLUSHING SWIM CLUB,INC.",141-01,32ND AVE,QU,11354,08/26/2022,Re-Inspection,,0,,,,40.768791,-73.827473,407,20,088901,4044140027,4463109,,QN22
Outdoor,40426017,"BRIGHTWATER TOWERS,INC",501,SURF AVENUE,BK,11224,07/25/2022,Re-Inspection,1,3,1,1,08592-22S1,40.574897,-73.973978,313,48,035400,3072797501,3320627,,BK23
Outdoor,40426017,"BRIGHTWATER TOWERS,INC",501,SURF AVENUE,BK,11224,08/15/2022,Re-Inspection,,0,,,,40.574897,-73.973978,313,48,035400,3072797501,3320627,,BK23
Outdoor,40426186,250 E. 87 OWNERS CORP,250,EAST   87 STREET,MA,10128,09/02/2022,Re-Inspection,2,7,2,3,10614-22S1,40.778725,-73.951681,108,05,014602,1015320022,1048799,,MN32
Outdoor,40426186,250 E. 87 OWNERS CORP,250,EAST   87 STREET,MA,10128,09/12/2022,Re-Inspection,0,2,0,2,,40.778725,-73.951681,108,05,014602,1015320022,1048799,,MN32
Outdoor,40426204,HIGH POINT-ON-HUDSON OWNERS INC.,2727,PALISADE AVE,BX,10463,08/15/2022,Re-Inspection,,0,,,,40.883051,-73.920165,208,11,029301,2057450012,2083473,,BX29
Outdoor,40426222,W P OWNERS CORP,213-05,75 AVENUE,QU,11364,07/07/2022,Re-Inspection,,0,,,,40.738327,-73.758799,411,23,129103,4077320002,4453066,,QN42
Outdoor,40426236,BAYBRIDGE AT BAYSIDE HOMEOWNERS ASSOC.,13-34,ESTATES LANE,QU,11360,06/23/2022,Re-Inspection,,0,,,,40.787102,-73.787038,407,19,099705,4058430020,4130109,,QN47
Outdoor,40426239,LEHAVRE OWNERS CORP.,168-68,9 AVENUE,QU,11357,08/24/2022,Re-Inspection,,0,,,,40.792822,-73.795976,407,19,099100,4046020110,4312165,,QN49
Outdoor,40426268,THE IMPERIAL TOWERS,55,AUSTIN PLACE,SI,10304,09/02/2022,Re-Inspection,,0,,,,40.631307,-74.085839,501,49,003300,5005797501,5112220,,SI08
Indoor,40513139,CHELSEA PIERS LP BY CHELSEA PIERS MANAGEMENT,-,PIER 60,MA,10011,10/06/2022,Re-Inspection,1,2,1,0,11960-22S1,40.746682,-74.010419,104,03,009900,1006620016,1012255,,MN13
Indoor,40513139,CHELSEA PIERS LP BY CHELSEA PIERS MANAGEMENT,-,PIER 60,MA,10011,10/24/2022,Re-Inspection,0,1,1,0,11960-22S2,40.746682,-74.010419,104,03,009900,1006620016,1012255,,MN13
Indoor,40535237,"EQUINOX 92ND STREET, INC.",2465,BROADWAY,MA,10025,12/27/2022,Re-Inspection,,0,,,,40.791814,-73.973864,107,06,017900,1012390052,1033599,,MN12
Indoor,40593089,THE PINNACLE CONDOMINIUM,112-01,QUEENS BOULEVARD,QU,11375,07/01/2022,Re-Inspection,,0,,,,40.718921,-73.83648,406,29,075701,4022647501,4312034,,QN17
Indoor,40593089,THE PINNACLE CONDOMINIUM,112-01,QUEENS BOULEVARD,QU,11375,09/01/2022,Re-Inspection,1,1,0,0,07739-22S1,40.718921,-73.83648,406,29,075701,4022647501,4312034,,QN17
Indoor,40593089,THE PINNACLE CONDOMINIUM,112-01,QUEENS BOULEVARD,QU,11375,09/21/2022,Re-Inspection,,0,,,,40.718921,-73.83648,406,29,075701,4022647501,4312034,,QN17
Indoor,40609521,500 E 83 STREET CORP,500,EAST   83 STREET,MA,10028,03/14/2022,Re-Inspection,,0,,,,40.773822,-73.948204,108,05,013600,1015790049,1051175,,MN32
Indoor,40618091,"FOREST HILLS SPA, INC",59-21,CALLOWAY STREET,QU,11368,12/12/2022,Re-Inspection,,0,,,,40.737582,-73.856826,404,21,043702,4019490090,4047929,,QN25
Indoor,40618091,"FOREST HILLS SPA, INC",59-21,CALLOWAY STREET,QU,11368,12/29/2022,Re-Inspection,,0,,,,40.737582,-73.856826,404,21,043702,4019490090,4047929,,QN25
Indoor,40660465,39TH REALTY LLC,240,EAST   39 STREET,MA,10016,02/02/2022,Re-Inspection,,0,,,,40.748313,-73.974545,106,04,007800,1009190014,1087340,,MN20
Outdoor,40750036,PARK CITY 3 & 4 APT INC,98-00,62 DRIVE,QU,11374,08/17/2022,Re-Inspection,0,2,1,1,10141-22S1,40.733062,-73.859657,406,24,071701,4020860050,4440231,,QN18
Indoor,40793058,THE BERKELEY CARROLL SCHOOL,701,CARROLL ST,BK,11215,11/03/2022,Re-Inspection,0,1,0,1,,40.673785,-73.9778,306,39,015700,3009600016,3020357,,BK37
Indoor,40950738,EQUINOX 85TH STREET INC,205,EAST   85 STREET,MA,10028,02/10/2022,Re-Inspection,,0,,,,40.777977,-73.954079,108,05,014601,1015317501,1087920,,MN32
Indoor,40998755,EQUINOX COLUMBUS CENTRER,10,COLUMBUS CIRCLE,MA,10019,02/22/2022,Re-Inspection,,0,,,,40.768274,-73.98231,104,06,014500,1010497501,1026318,,MN14
Indoor,41071003,WEST 64TH ST LLC,1930,BROADWAY,MA,10023,12/19/2022,Re-Inspection,0,1,1,0,,40.772534,-73.982176,107,06,014900,1011170001,1086193,,MN14
Outdoor,41109095,BELCREST APARTMENTS LLC,162-15,HIGHLAND AVENUE,QU,11432,08/26/2022,Re-Inspection,0,2,0,2,,40.709895,-73.80088,408,24,044800,4097730005,4209099,,QN35
Indoor,41109530,165 CHARLES ST CONDOMINIUM,169,CHARLES ST,MA,10014,03/09/2022,Re-Inspection,,0,,,,40.733924,-74.009623,102,03,007500,,,,MN23
Indoor,41130846,PARK AVENUE HEALTH C,275,PARK AVENUE,BK,11205,11/22/2022,Re-Inspection,,0,,,,40.696012,-73.967562,302,35,054300,3018740001,3054140,,BK99
Outdoor,41190632,AVALON RIVERVIEW NORTH LLC,4-75,48 AVENUE,QU,11109,08/24/2022,Re-Inspection,1,1,0,0,10495-22S1,40.744596,-73.956445,402,26,000100,4000190019,4439033,,QN31
Outdoor,41190632,AVALON RIVERVIEW NORTH LLC,4-75,48 AVENUE,QU,11109,09/12/2022,Re-Inspection,,0,,,,40.744596,-73.956445,402,26,000100,4000190019,4439033,,QN31
Indoor,41203659,ORION CONDOMINIUM,350,W 42ND ST,MA,10036,12/04/2022,Re-Inspection,0,1,1,0,14450-22S1,40.757834,-73.99124,104,03,011500,1010327501,1087264,,MN15
Indoor,41269465,LA FITNESS INT'L LLC,145,EAST SERVICE ROAD,SI,10314,03/16/2022,Re-Inspection,,0,,,,40.587884,-74.192373,502,50,029102,5026380050,5107392,,SI05
Indoor,41269465,LA FITNESS INT'L LLC,145,EAST SERVICE ROAD,SI,10314,04/04/2022,Re-Inspection,0,1,1,0,01983-22S1,40.587884,-74.192373,502,50,029102,5026380050,5107392,,SI05
Indoor,41269465,LA FITNESS INT'L LLC,145,EAST SERVICE ROAD,SI,10314,04/25/2022,Re-Inspection,0,1,1,0,01983-22S2,40.587884,-74.192373,502,50,029102,5026380050,5107392,,SI05
Indoor,41272909,EQUINOX ONE PARK AVENUE INC,1,PARK AVENUE,MA,10016,12/27/2022,Re-Inspection,,0,,,,40.746069,-73.982071,105,02,007200,1008887503,1018472,,MN20
Indoor,41312040,WOO RI SAUNA,157-16B,NORTHERN BOULEVARD,QU,11354,12/20/2022,Re-Inspection,,0,,,,40.76371,-73.808,407,20,117100,4052760024,4119353,,QN51
Outdoor,41359892,SKYVIEW OWNERS CORPORATION,5701,ARLINGTON AVENUE,BX,10471,08/15/2022,Re-Inspection,0,1,0,1,,40.906653,-73.906845,208,11,032300,2059520096,2086311,,BX22
Indoor,41365725,SPA CASTLE INC,11-11,131 STREET,QU,11356,10/03/2022,Re-Inspection,,0,,,,40.7875,-73.837352,407,19,094500,4040110024,4097283,,QN49
Outdoor,41365728,SPA CASTLE INC,11-11,131 STREET,QU,11356,10/03/2022,Re-Inspection,,0,,,,40.7875,-73.837352,407,19,094500,4040110024,4097283,,QN49
Indoor,41383452,HARBOR FITNESS PARK SLOPE INC.,191,15 STREET,BK,11215,03/10/2022,Re-Inspection,2,2,0,0,01698-22S1,40.665999,-73.990188,306,38,014100,3010417501,3023674,,BK37
Indoor,41383452,HARBOR FITNESS PARK SLOPE INC.,191,15 STREET,BK,11215,03/31/2022,Re-Inspection,,0,,,,40.665999,-73.990188,306,38,014100,3010417501,3023674,,BK37
Indoor,41412914,111 FULTON STREET CONDOMINIUM,111,FULTON STREET,MA,10038,11/04/2022,Re-Inspection,2,3,0,1,13086-22S1,40.709749,-74.006792,101,01,001501,1000917502,1001263,,MN25
Indoor,41412914,111 FULTON STREET CONDOMINIUM,111,FULTON STREET,MA,10038,11/22/2022,Re-Inspection,2,4,1,1,13086-22S2,40.709749,-74.006792,101,01,001501,1000917502,1001263,,MN25
Indoor,41412914,111 FULTON STREET CONDOMINIUM,111,FULTON STREET,MA,10038,12/08/2022,Re-Inspection,,0,,,,40.709749,-74.006792,101,01,001501,1000917502,1001263,,MN25
Indoor,41414686,THE EDUCATIONAL ALL,344,EAST   14 STREET,MA,10003,11/22/2022,Re-Inspection,,0,,,,40.731566,-73.983096,103,02,004000,1004550029,1006521,,MN22
Indoor,41419390,THE 306 GOLD STREET CONDOMINIUM,306,GOLD STREET,BK,11201,11/05/2022,Re-Inspection,,0,,,,40.694978,-73.983271,302,35,001500,3001337501,3392968,,BK38
Outdoor,41432237,THE WINDSOR APARTMENTS INC.,4705,HENRY HUDSON PARKWAY,BX,10471,07/13/2022,Re-Inspection,,0,,,,40.895547,-73.908376,208,11,030701,2059120001,2085820,,BX22
Indoor,41439903,CRUNCH LLC,691,FULTON ST,BK,11217,09/27/2022,Re-Inspection,,0,,,,40.687698,-73.977889,302,35,003300,3020960069,3331261,,BK68
Indoor,41451508,THE FITNESS PLACE F,70-24,AUSTIN STREET,QU,11375,12/28/2022,Re-Inspection,,0,,,,40.720658,-73.84617,406,29,071100,4032340183,4077471,,QN17
Indoor,41698301,EQUINOX ROCKEFELLER CENTER INC,630,5 AVENUE,MA,10020,07/17/2019,Re-Inspection,0,0,0,0,,40.75877456579,-73.977035383872,105,04,010400,1012660001,1083860,Midtown-Midtown South,MN17
Outdoor,40750036,PARK CITY 3 & 4 APT INC,98-00,62 DRIVE,QU,11374,07/22/2019,Re-Inspection,1,2,1,0,13312-19S1,40.7330549381,-73.859656864647,406,29,071701,4020860050,4440231,Rego Park,QN18
Outdoor,40426327,NYCP&R / CROTONA CPB#3,0,173 STREET& FULTON AVENUE,BX,10457,07/23/2019,Re-Inspection,0,1,1,0,,40.84136211,-73.89787127,,,,,,,
Outdoor,50095818,MUSLIM AMERICAN SOCIETY,180,BURGHER AVENUE,SI,10304,08/05/2019,Re-Inspection,0,0,0,0,,40.592576767949,-74.091913422583,502,50,009602,5033140031,5048818,Old Town-Dongan Hills-South Beach,SI36
Indoor,40425958,TSI COBBLE HILL INC.,110,BOERUM PLACE,BK,11201,08/06/2019,Re-Inspection,0,2,2,0,14338-19S1,40.688203097075,-73.99134964148,302,33,004300,3002790001,3002816,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38
Indoor,40425704,NYC BD OF ED/BROOKLYN TECH HIGH SCHOOL,29,FORT GREENE PLACE,BK,11217,08/06/2019,Re-Inspection,0,0,0,0,,40.688826905367,-73.976904515542,302,35,003300,3020980013,3058752,Fort Greene,BK68
Outdoor,40426277,SKYLINE TERRACE CONDOMINIUM,25-52,120 STREET,QU,11354,08/13/2019,Re-Inspection,1,3,1,1,13007-19S1,40.776333293505,-73.848036610976,407,19,091900,4042527501,4449434,College Point,QN23
Outdoor,50054530,30-02 ASSOCIATES LLC,3002,39 AVENUE,QU,11101,08/17/2019,Re-Inspection,0,0,0,0,,40.753029325778,-73.933577290684,401,26,003100,4004007501,4607501,Queensbridge-Ravenswood-Long Island City,QN68
Indoor,41002352,TOWN SPORTS INTERNATIONAL,324,9 STREET,BK,11215,08/19/2019,Re-Inspection,0,2,1,1,15156-19S1,40.668871079824,-73.98572150862,306,39,013900,3010110005,3022267,Park Slope-Gowanus,BK37
Outdoor,40426332,NYCP&R / VAN CORTLANDT,0,242 STREET & BROADWAY,BX,10471,08/19/2019,Re-Inspection,0,1,0,1,,40.89405144,-73.89649149,,,,,,,
Indoor,50040041,B3ACQ LLC,139,WEST 32 STREET,MA,10001,08/20/2019,Re-Inspection,1,1,0,0,11869-19S2,40.749016053401,-73.989908892767,105,03,010100,1008087501,1015191,Midtown-Midtown South,MN17
Outdoor,50049693,LTF CLUB OPERATIONS COMPANY INC,605,WEST 42 STREET,MA,10036,08/20/2019,Re-Inspection,0,1,1,0,14905-19S1,40.760953448754,-73.998617457292,104,03,012900,1010907502,1089438,Clinton,MN15
Indoor,40425786,NYCP&R / WEST 59 STREET,533,WEST 59 STREET,MA,10019,08/20/2019,Re-Inspection,0,0,0,0,,40.770869706571,-73.988685283238,107,06,014700,1011510015,1086545,Lincoln Square,MN14
Indoor,41419392,THE DOWNTOWN CONDOMINIUM,15,BROAD STREET,MA,10005,08/26/2019,Re-Inspection,0,1,0,1,,40.706524247383,-74.011022421513,101,01,000700,1000267501,1078988,Battery Park City-Lower Manhattan,MN25
Indoor,41730380,FC 8 SPRUCE STREET RESIDENTIAL LLC,8,SPRUCE STREET,MA,10038,08/26/2019,Re-Inspection,0,0,0,0,,40.711237420012,-74.005396175719,101,01,001501,1001007502,1087485,Battery Park City-Lower Manhattan,MN25
Outdoor,41728271,MARINA TOWER ASSOCIATES L.P.,375,SOUTH END AVENUE,MA,10280,08/26/2019,Re-Inspection,0,1,0,1,,40.711236441184,-74.015925210938,101,01,031704,1000160100,1083375,Battery Park City-Lower Manhattan,MN25
Outdoor,50050908,SECTION THREE SP INC,98-32,57 AVENUE,QU,11368,08/26/2019,Re-Inspection,0,1,0,1,,40.738027521992,-73.861143890259,404,21,045500,4019180072,4047322,Corona,QN25
Outdoor,50079140,CASTLETON PRESERVATION LLC,185,SAINT MARKS PLACE,SI,10301,08/26/2019,Re-Inspection,0,0,0,0,,40.645350960702,-74.080729081552,501,49,000700,5000130008,5108502,West New Brighton-New Brighton-St. George,SI22
Indoor,50047438,CARNEGIE MANAGEMENT INC,25,BRUCKNER BOULEVARD,BX,10454,08/27/2019,Re-Inspection,0,0,0,0,,40.807301093107,-73.92857768772,201,08,001900,2023090012,2128931,Mott Haven-Port Morris,BX39
Outdoor,40426007,3777 INDEPENDENCE CORP,3777,INDEPENDENCE AVENUE,BX,10463,08/27/2019,Re-Inspection,0,0,0,0,,40.888894090662,-73.913035324383,208,11,030900,2059190436,2085871,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,40426025,ALDER BROOK ASSOCIATION INC,4713,INDEPENDENCE AVENUE,BX,10471,08/27/2019,Re-Inspection,1,1,0,0,15110-19S1,40.89519487316,-73.91159829776,208,11,030900,,,North Riverdale-Fieldston-Riverdale,BX22
Outdoor,41205955,JANEL TOWER LLC,801-811,NEILL AVENUE,BX,10462,08/27/2019,Re-Inspection,0,0,0,0,,40.850335747561,-73.864429201968,211,13,022800,2042900008,2048807,Pelham Parkway,BX49
Indoor,40960621,YMCA OF GREATER NEW YORK,2,CASTLE HILL AVENUE,BX,10473,08/27/2019,Re-Inspection,0,0,0,0,,40.811774033633,-73.846333345321,209,18,009000,2034870001,2020591,Soundview-Castle Hill-Clason Point-Harding Park,BX09
Indoor,40425642,THE FITNESS PLACE BAYRIDGE INC,430,89 STREET,BK,11209,08/27/2019,Re-Inspection,0,1,1,0,15339-19S1,40.620203399787,-74.028726994183,310,43,016000,3060660019,3154220,Bay Ridge,BK31
Outdoor,40425458,THE SEAGATE ASSOCIATION,3700,SURF AVENUE,BK,11224,08/27/2019,Re-Inspection,0,1,0,1,,40.573523627178,-74.002937276708,313,47,033600,3070320018,3189354,Seagate-Coney Island,BK21
Outdoor,40749784,TOWN & COUNTRY VILLAS HOA,41,COUNTRY DRIVE EAST,SI,10314,08/27/2019,Re-Inspection,0,1,1,0,15495-19S1,40.587397705603,-74.163060151338,502,51,027706,5024027502,5132299,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24
Indoor,41359734,TOWN SPORTS INTERNATIONAL LLC,885,2 AVENUE,MA,10017,08/28/2019,Re-Inspection,0,0,0,0,,40.753187292685,-73.969757258944,106,04,009000,1013210022,1037988,Turtle Bay-East Midtown,MN19
Indoor,41486495,THE SEVILLE CONDOMINIUM OF SOLSTICE RESIDENTIAL,300,EAST 77 STREET,MA,10021,08/28/2019,Re-Inspection,0,0,0,0,,40.771858048035,-73.955664710446,108,05,013400,1014517501,1045192,Lenox Hill-Roosevelt Island,MN31
Outdoor,40426241,601 KAPPOCK OWNERS CORP,601,KAPPOCK STREET,BX,10463,08/28/2019,Re-Inspection,0,0,0,0,,40.878969130139,-73.916686259405,208,11,029302,2057240685,2083258,Spuyten Duyvil-Kingsbridge,BX29
Outdoor,40426035,NOBLE MANSION HOUSING CO INC,1500,NOBLE AVENUE,BX,10460,08/28/2019,Re-Inspection,0,0,0,0,,40.837240487122,-73.871495928339,209,18,021800,2038950001,2028130,West Farms-Bronx River,BX08
Outdoor,40426238,69-70 ASSOCIATES LLC,69-01,NORTHERN BOULEVARD,QU,11377,08/28/2019,Re-Inspection,0,0,0,0,,40.754298169091,-73.897355573559,403,25,030902,4011650045,4026292,Jackson Heights,QN28
Outdoor,40750036,PARK CITY 3 & 4 APT INC,98-00,62 DRIVE,QU,11374,08/28/2019,Re-Inspection,0,1,1,0,13312-19S2,40.7330549381,-73.859656864647,406,29,071701,4020860050,4440231,Rego Park,QN18
Indoor,41581032,THE 1 NORTHSIDE PIERS CONDOMINIUM,1,NORTHSIDE PIERS,BK,11211,08/28/2019,Re-Inspection,0,1,1,0,15808-19S1,40.719213742793,-73.964188319903,301,33,055500,3023407501,3391008,North Side-South Side,BK73
Outdoor,40426375,FOUR BROTHERS HOMEOWNERS ASSOC,0,ROCKLAND AVENUE & SHIRRA AVENUE,SI,10314,08/28/2019,Re-Inspection,0,0,0,0,,40.59092854,-74.15235357,,,,,,,
Outdoor,41596291,THE ST TROPEZ CONDOMINIUM,340,EAST 64 STREET,MA,10065,08/29/2019,Re-Inspection,0,1,0,1,,40.763285376104,-73.96103474937,108,05,011000,1014387501,1044390,Lenox Hill-Roosevelt Island,MN31
Outdoor,40426222,W P OWNERS CORP,213-05,75 AVENUE,QU,11364,08/29/2019,Re-Inspection,0,2,1,1,13408-19S1,40.738289155468,-73.758909563291,411,23,129103,4077320002,4453066,Oakland Gardens,QN42
Outdoor,40963258,KENNEDY HOUSE OWNERS INC,110-11,QUEENS BOULEVARD,QU,11375,08/29/2019,Re-Inspection,0,1,0,1,,40.719915396265,-73.840506924696,406,29,075702,4022370001,4052585,Forest Hills,QN17
Outdoor,40426052,DAYTON TOWERS CORP,103-00,SHORE FRONT PARKWAY,QU,11694,08/29/2019,Re-Inspection,0,0,0,0,,40.581482741351,-73.824012197487,414,32,093800,4161750001,4445258,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10
Outdoor,41481293,568 UNION LLC,568,UNION AVENUE,BK,11211,08/29/2019,Re-Inspection,0,0,0,0,,40.717482902314,-73.952172973936,301,33,051500,3027310001,3412620,North Side-South Side,BK73
Indoor,40650910,TOWN SPORTS INTERNATIONAL,1736,SHORE PARKWAY,BK,11214,08/29/2019,Re-Inspection,0,0,0,0,,40.593522149405,-73.996816993563,311,43,030400,3064910198,3170082,Bensonhurst East,BK29
